user_id,product_id,category,price_tier,price,avg_rating,review_count,session_duration_seconds,time_of_day,day_of_week,is_weekend,page_views_in_session,items_in_cart,user_total_purchases,purchased,interaction_date
USER_00211,PROD_0022,Books,premium,249.4,3.9,1200,459,23,5,1,13,4,9,0,2024-04-27
USER_00722,PROD_0147,Beauty,luxury,535.48,4.0,670,325,10,5,1,6,5,22,0,2024-11-09
USER_00956,PROD_0374,Beauty,luxury,324.36,3.1,1599,81,16,5,1,1,0,27,0,2024-08-24
USER_00821,PROD_0284,Sports,premium,131.48,3.6,669,93,9,3,0,7,4,40,1,2024-04-25
USER_00525,PROD_0240,Books,premium,283.05,3.4,134,60,12,3,0,4,3,33,0,2024-10-24
USER_00349,PROD_0241,Beauty,luxury,936.57,3.6,841,185,21,1,0,19,3,8,0,2024-09-17
USER_00097,PROD_0227,Home & Kitchen,mid-range,72.49,3.7,1308,554,4,4,0,20,1,20,1,2024-07-19
USER_00393,PROD_0336,Books,mid-range,91.11,3.1,989,430,9,3,0,8,1,34,0,2024-08-08
USER_00587,PROD_0170,Clothing,mid-range,42.17,3.2,10,461,16,3,0,18,5,1,0,2024-10-24
USER_00873,PROD_0289,Beauty,luxury,668.85,3.6,456,529,11,1,0,13,0,16,0,2024-11-12
USER_00307,PROD_0460,Beauty,luxury,753.8,4.4,33,403,4,3,0,12,1,6,0,2024-10-31
USER_00741,PROD_0178,Sports,premium,200.09,4.0,169,420,8,2,0,3,5,38,0,2024-06-26
USER_00241,PROD_0232,Sports,mid-range,44.06,4.6,1799,22,7,3,0,14,0,2,1,2024-11-14
USER_00586,PROD_0156,Beauty,mid-range,43.41,4.5,571,310,22,1,0,5,1,24,1,2024-07-30
USER_00343,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,15,20,2,0,17,3,29,0,2024-10-30
USER_00463,PROD_0065,Electronics,mid-range,65.41,3.3,719,375,9,2,0,13,2,10,0,2024-12-25
USER_00807,PROD_0240,Books,premium,283.05,3.4,134,358,11,2,0,3,5,26,1,2024-06-19
USER_00549,PROD_0336,Books,mid-range,91.11,3.1,989,569,6,4,0,6,3,44,0,2024-06-21
USER_00260,PROD_0341,Electronics,luxury,651.4,3.5,172,359,22,2,0,12,5,5,0,2024-10-16
USER_00189,PROD_0169,Toys,mid-range,73.79,3.5,171,504,18,2,0,14,4,27,0,2024-01-24
USER_00585,PROD_0444,Clothing,premium,108.41,4.9,166,68,0,6,1,6,4,26,0,2024-02-25
USER_00942,PROD_0400,Books,premium,230.23,4.5,858,543,9,6,1,15,1,25,1,2024-03-31
USER_00320,PROD_0298,Books,luxury,882.42,4.8,185,88,21,4,0,3,4,27,0,2024-09-06
USER_00193,PROD_0054,Home & Kitchen,luxury,499.67,4.4,1501,194,4,3,0,12,4,40,1,2024-05-23
USER_00514,PROD_0310,Beauty,budget,20.38,4.0,952,64,18,5,1,2,4,6,0,2024-06-08
USER_00778,PROD_0357,Toys,premium,126.68,3.7,698,76,3,2,0,19,4,9,0,2024-01-24
USER_00348,PROD_0023,Sports,premium,143.86,5.0,1048,522,23,0,0,7,3,47,0,2024-08-26
USER_00415,PROD_0330,Toys,mid-range,80.48,3.1,751,428,18,3,0,13,1,9,0,2024-08-15
USER_00922,PROD_0330,Toys,mid-range,80.48,3.1,751,179,20,1,0,20,3,6,0,2024-03-05
USER_00762,PROD_0162,Home & Kitchen,mid-range,97.58,3.5,1769,229,5,3,0,5,3,21,0,2024-01-04
USER_00642,PROD_0500,Electronics,premium,288.32,4.3,1614,450,7,2,0,20,0,46,0,2024-08-14
USER_00189,PROD_0015,Beauty,budget,20.23,3.3,1498,594,23,3,0,10,2,3,0,2024-08-01
USER_00127,PROD_0255,Books,premium,259.7,3.2,1779,531,10,5,1,6,2,50,0,2024-06-08
USER_00725,PROD_0472,Sports,luxury,830.15,4.6,1695,258,3,4,0,17,4,47,1,2024-01-05
USER_00428,PROD_0387,Books,premium,193.48,5.0,270,187,4,5,1,20,5,33,1,2024-01-06
USER_00559,PROD_0401,Books,budget,17.45,4.3,598,284,19,0,0,16,2,35,0,2024-01-15
USER_00988,PROD_0442,Beauty,premium,157.56,4.1,1117,414,19,3,0,4,2,21,0,2024-05-02
USER_00809,PROD_0354,Books,budget,14.76,3.9,1306,191,9,5,1,17,2,27,1,2024-07-20
USER_00981,PROD_0115,Home & Kitchen,premium,163.94,4.1,288,122,16,6,1,17,3,46,0,2024-01-07
USER_00381,PROD_0035,Electronics,budget,23.3,4.6,1562,552,17,4,0,16,3,22,0,2024-12-06
USER_00741,PROD_0469,Beauty,premium,238.06,4.3,1931,143,18,5,1,19,1,8,0,2024-01-20
USER_00419,PROD_0146,Home & Kitchen,luxury,470.7,3.9,1254,138,23,4,0,15,5,28,0,2024-05-17
USER_00027,PROD_0453,Beauty,mid-range,67.46,4.4,1923,150,17,0,0,17,5,3,0,2024-04-01
USER_00964,PROD_0150,Electronics,mid-range,80.41,4.0,1557,137,19,6,1,2,0,37,0,2024-06-30
USER_00190,PROD_0327,Electronics,premium,268.89,3.2,1583,151,13,3,0,16,1,32,0,2024-04-25
USER_00656,PROD_0416,Clothing,premium,245.5,4.5,754,159,3,1,0,3,0,33,0,2024-12-03
USER_00431,PROD_0130,Beauty,budget,30.0,3.7,1336,363,8,5,1,9,5,49,0,2024-05-25
USER_00360,PROD_0448,Clothing,mid-range,33.67,3.8,1474,221,9,2,0,3,5,13,0,2024-06-19
USER_00800,PROD_0293,Books,mid-range,65.02,4.7,1656,122,18,6,1,5,5,13,1,2024-06-30
USER_00744,PROD_0426,Books,luxury,796.12,3.6,1675,444,0,2,0,5,3,21,0,2024-06-26
USER_00865,PROD_0036,Books,mid-range,38.99,4.0,1130,565,5,3,0,16,5,37,0,2024-12-19
USER_00212,PROD_0254,Clothing,budget,11.93,5.0,271,280,8,0,0,20,4,45,1,2024-07-22
USER_00102,PROD_0435,Beauty,mid-range,66.31,4.1,1361,398,10,1,0,12,5,36,0,2024-11-05
USER_00106,PROD_0023,Sports,premium,143.86,5.0,1048,233,18,5,1,19,0,37,1,2024-01-20
USER_00325,PROD_0058,Clothing,budget,19.88,4.4,486,400,10,2,0,5,0,8,1,2024-04-03
USER_00090,PROD_0075,Sports,luxury,692.63,3.2,1940,30,19,2,0,17,2,24,0,2024-03-27
USER_00115,PROD_0102,Home & Kitchen,budget,25.46,4.5,1382,120,11,6,1,15,1,14,0,2024-12-08
USER_00597,PROD_0165,Home & Kitchen,budget,29.85,3.2,1570,451,0,6,1,10,2,3,0,2024-09-08
USER_00455,PROD_0092,Sports,mid-range,47.83,4.4,8,529,10,1,0,5,4,42,1,2024-12-31
USER_00726,PROD_0217,Beauty,mid-range,41.9,3.2,1788,206,4,0,0,11,3,31,0,2024-01-08
USER_00542,PROD_0033,Books,budget,19.97,4.0,234,29,12,3,0,18,1,45,1,2024-05-09
USER_00923,PROD_0307,Sports,budget,16.72,4.3,1635,187,15,1,0,15,1,31,0,2024-05-21
USER_00505,PROD_0387,Books,premium,193.48,5.0,270,450,2,6,1,8,0,3,1,2024-05-19
USER_00024,PROD_0280,Home & Kitchen,budget,9.51,4.4,637,279,22,2,0,4,3,26,0,2024-06-26
USER_00785,PROD_0273,Beauty,budget,15.27,4.7,1932,571,22,5,1,10,5,43,0,2024-07-27
USER_00371,PROD_0457,Books,budget,28.21,3.7,935,356,8,5,1,19,3,21,0,2024-11-02
USER_00178,PROD_0432,Books,budget,9.77,3.9,862,343,15,3,0,2,0,31,0,2024-10-31
USER_00840,PROD_0093,Books,mid-range,55.5,3.1,1365,263,2,1,0,1,0,26,0,2024-09-03
USER_00238,PROD_0484,Clothing,luxury,562.12,4.8,923,383,19,4,0,4,2,36,1,2024-09-27
USER_00911,PROD_0119,Books,budget,26.42,4.5,784,467,22,0,0,11,1,29,0,2024-10-21
USER_00139,PROD_0440,Toys,premium,240.98,4.4,1006,426,3,0,0,7,3,31,0,2024-05-06
USER_00002,PROD_0159,Clothing,premium,109.1,3.1,603,275,0,5,1,12,2,10,0,2024-07-13
USER_00450,PROD_0245,Books,luxury,711.14,4.5,1818,52,15,6,1,17,0,3,0,2024-11-17
USER_00674,PROD_0226,Toys,budget,27.77,4.5,1710,328,4,0,0,10,2,41,0,2024-03-18
USER_00232,PROD_0285,Toys,budget,27.08,3.3,1550,52,23,6,1,11,2,34,0,2024-09-08
USER_00170,PROD_0500,Electronics,premium,288.32,4.3,1614,416,0,5,1,13,4,16,0,2024-12-21
USER_00338,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,260,22,2,0,20,5,30,0,2024-07-31
USER_00099,PROD_0045,Clothing,budget,7.42,3.9,872,178,3,0,0,2,1,24,0,2024-07-15
USER_00290,PROD_0280,Home & Kitchen,budget,9.51,4.4,637,317,12,5,1,15,3,49,0,2024-09-07
USER_00867,PROD_0434,Books,luxury,910.97,4.5,132,266,5,4,0,11,4,41,0,2024-08-02
USER_00115,PROD_0201,Books,luxury,905.68,3.9,996,232,23,6,1,10,1,45,0,2024-11-24
USER_00553,PROD_0010,Electronics,luxury,355.16,3.6,1292,283,6,6,1,10,1,26,0,2024-06-23
USER_00057,PROD_0091,Toys,premium,187.28,5.0,241,108,23,6,1,6,1,2,1,2024-03-03
USER_00073,PROD_0144,Home & Kitchen,luxury,625.41,4.7,1218,319,21,3,0,1,5,24,0,2024-06-13
USER_00489,PROD_0397,Electronics,mid-range,71.43,4.2,355,458,10,3,0,2,3,36,0,2024-06-06
USER_00093,PROD_0375,Beauty,premium,172.43,4.9,71,178,14,2,0,15,2,17,0,2024-07-10
USER_00784,PROD_0046,Sports,luxury,904.69,3.1,1343,315,3,5,1,18,5,12,0,2024-08-24
USER_00407,PROD_0304,Clothing,mid-range,83.22,4.3,367,71,10,3,0,20,2,50,0,2024-12-26
USER_00802,PROD_0096,Home & Kitchen,mid-range,43.43,4.3,781,113,23,4,0,7,0,4,1,2024-06-14
USER_00565,PROD_0399,Toys,budget,7.03,4.9,1584,293,14,4,0,8,2,7,0,2024-10-25
USER_00931,PROD_0434,Books,luxury,910.97,4.5,132,350,2,0,0,1,0,39,0,2024-11-25
USER_00934,PROD_0376,Books,mid-range,77.53,4.9,766,355,19,3,0,19,3,10,1,2024-07-11
USER_00040,PROD_0433,Clothing,luxury,783.35,3.8,1592,291,19,2,0,7,0,14,0,2024-08-21
USER_00643,PROD_0086,Clothing,budget,21.5,3.8,575,533,15,5,1,1,3,26,1,2024-11-16
USER_00989,PROD_0478,Books,luxury,866.08,3.9,1056,179,5,4,0,6,0,38,0,2024-06-07
USER_00293,PROD_0453,Beauty,mid-range,67.46,4.4,1923,221,14,3,0,7,3,20,0,2024-10-17
USER_00054,PROD_0416,Clothing,premium,245.5,4.5,754,507,13,1,0,11,5,29,0,2024-07-02
USER_00493,PROD_0123,Electronics,luxury,535.29,4.4,833,85,1,0,0,4,2,31,0,2024-08-19
USER_00862,PROD_0116,Clothing,mid-range,56.81,3.3,443,117,4,4,0,14,4,23,0,2024-04-12
USER_00846,PROD_0261,Books,premium,191.61,4.9,129,410,2,0,0,17,3,18,1,2024-04-15
USER_00111,PROD_0133,Beauty,budget,19.1,3.4,1437,159,19,0,0,12,2,30,0,2024-08-12
USER_00822,PROD_0052,Clothing,mid-range,58.45,4.0,1775,18,19,4,0,19,1,12,0,2024-07-05
USER_00243,PROD_0092,Sports,mid-range,47.83,4.4,8,190,2,0,0,4,1,31,0,2024-06-03
USER_00426,PROD_0471,Sports,mid-range,61.85,5.0,770,105,23,5,1,1,0,7,0,2024-04-13
USER_00254,PROD_0182,Books,budget,24.08,3.4,1067,221,4,5,1,13,4,37,0,2024-09-14
USER_00101,PROD_0183,Beauty,luxury,941.25,3.4,1203,596,2,4,0,13,1,50,0,2024-09-06
USER_00068,PROD_0350,Books,budget,20.8,4.2,1476,483,6,0,0,2,4,21,0,2024-12-02
USER_00154,PROD_0223,Clothing,luxury,897.33,3.2,786,391,22,3,0,18,5,13,0,2024-07-25
USER_00602,PROD_0285,Toys,budget,27.08,3.3,1550,253,21,6,1,15,0,7,0,2024-08-11
USER_00035,PROD_0489,Beauty,luxury,672.35,4.6,511,135,9,1,0,9,4,15,1,2024-11-19
USER_00438,PROD_0251,Books,budget,6.26,3.7,262,34,12,4,0,4,3,26,0,2024-09-20
USER_00433,PROD_0353,Home & Kitchen,budget,28.84,4.1,1615,190,19,4,0,9,0,23,1,2024-03-01
USER_00654,PROD_0384,Books,premium,278.27,4.7,1462,433,8,2,0,4,1,38,0,2024-01-24
USER_00329,PROD_0416,Clothing,premium,245.5,4.5,754,112,21,0,0,13,5,45,0,2024-08-19
USER_00922,PROD_0092,Sports,mid-range,47.83,4.4,8,487,3,5,1,1,0,4,0,2024-01-06
USER_00583,PROD_0086,Clothing,budget,21.5,3.8,575,532,11,3,0,12,3,12,0,2024-01-11
USER_00466,PROD_0351,Clothing,premium,185.85,4.2,497,252,22,2,0,17,3,8,1,2024-10-16
USER_00296,PROD_0069,Beauty,budget,28.47,3.3,241,40,2,5,1,3,4,9,1,2024-11-09
USER_00227,PROD_0360,Sports,budget,12.34,3.1,413,508,12,3,0,16,3,41,0,2024-06-06
USER_00631,PROD_0471,Sports,mid-range,61.85,5.0,770,385,22,4,0,16,3,33,0,2024-08-02
USER_00516,PROD_0192,Sports,budget,5.72,4.3,1641,346,5,2,0,3,1,12,0,2024-09-25
USER_00439,PROD_0327,Electronics,premium,268.89,3.2,1583,582,11,5,1,20,5,39,0,2024-06-08
USER_00686,PROD_0141,Home & Kitchen,budget,26.24,4.6,221,352,10,5,1,2,3,49,0,2024-10-12
USER_00397,PROD_0094,Home & Kitchen,premium,232.68,3.2,1848,16,17,0,0,2,5,1,0,2024-01-29
USER_00045,PROD_0361,Electronics,premium,286.67,4.0,1674,588,6,6,1,3,5,4,0,2024-12-01
USER_00860,PROD_0351,Clothing,premium,185.85,4.2,497,546,10,2,0,19,5,4,0,2024-07-17
USER_00189,PROD_0285,Toys,budget,27.08,3.3,1550,117,20,1,0,19,0,21,0,2024-10-15
USER_00024,PROD_0260,Clothing,budget,23.18,4.8,1354,53,7,3,0,6,2,28,1,2024-02-01
USER_00705,PROD_0240,Books,premium,283.05,3.4,134,252,15,6,1,7,5,24,0,2024-09-08
USER_00902,PROD_0007,Home & Kitchen,premium,131.1,4.9,694,128,14,3,0,15,0,20,1,2024-10-31
USER_00982,PROD_0071,Home & Kitchen,mid-range,78.12,4.7,1040,25,10,1,0,9,5,15,0,2024-12-24
USER_00925,PROD_0353,Home & Kitchen,budget,28.84,4.1,1615,526,15,3,0,3,1,34,1,2024-05-23
USER_00986,PROD_0059,Sports,budget,28.54,4.1,1190,425,7,4,0,11,5,6,0,2024-02-09
USER_00596,PROD_0309,Sports,budget,6.42,4.7,162,116,23,4,0,5,4,32,0,2024-02-09
USER_00771,PROD_0252,Toys,mid-range,34.8,4.5,429,592,21,1,0,12,1,7,1,2024-08-27
USER_00498,PROD_0035,Electronics,budget,23.3,4.6,1562,580,22,2,0,8,0,30,1,2024-05-08
USER_00617,PROD_0388,Books,budget,6.64,3.8,1473,528,10,6,1,11,3,23,0,2024-02-18
USER_00709,PROD_0293,Books,mid-range,65.02,4.7,1656,371,1,5,1,12,4,10,1,2024-05-04
USER_00688,PROD_0245,Books,luxury,711.14,4.5,1818,442,18,2,0,17,2,49,0,2024-05-15
USER_00161,PROD_0228,Clothing,premium,235.55,4.4,1355,445,14,3,0,14,3,25,1,2024-09-19
USER_00968,PROD_0399,Toys,budget,7.03,4.9,1584,102,15,0,0,11,2,2,0,2024-08-26
USER_00757,PROD_0467,Home & Kitchen,premium,238.55,3.1,247,217,22,3,0,4,3,32,0,2024-09-05
USER_00645,PROD_0072,Sports,premium,281.07,4.7,194,527,0,5,1,13,2,48,1,2024-09-14
USER_00726,PROD_0167,Sports,premium,272.03,5.0,630,480,8,3,0,10,5,3,1,2024-12-26
USER_00780,PROD_0192,Sports,budget,5.72,4.3,1641,263,14,6,1,11,1,45,0,2024-03-24
USER_00140,PROD_0449,Sports,budget,22.03,3.3,1980,109,7,0,0,17,2,14,0,2024-11-04
USER_00981,PROD_0148,Clothing,luxury,448.48,4.6,702,126,4,0,0,7,4,32,1,2024-02-26
USER_00429,PROD_0351,Clothing,premium,185.85,4.2,497,239,12,0,0,17,1,36,0,2024-02-19
USER_00384,PROD_0127,Clothing,budget,11.5,3.7,936,481,13,2,0,14,0,7,1,2024-01-10
USER_00910,PROD_0144,Home & Kitchen,luxury,625.41,4.7,1218,526,11,4,0,10,4,22,1,2024-08-09
USER_00984,PROD_0177,Home & Kitchen,luxury,387.05,4.4,1438,479,0,4,0,1,1,27,0,2024-11-08
USER_00527,PROD_0456,Toys,premium,275.35,3.0,1168,201,19,1,0,11,5,47,0,2024-05-14
USER_00378,PROD_0029,Sports,mid-range,61.76,4.9,1798,188,8,1,0,18,2,1,1,2024-04-09
USER_00614,PROD_0020,Beauty,premium,142.53,4.0,1816,240,15,0,0,4,5,5,0,2024-03-11
USER_00522,PROD_0384,Books,premium,278.27,4.7,1462,511,23,4,0,19,5,35,0,2024-11-08
USER_00045,PROD_0419,Books,premium,265.06,4.2,1256,274,14,1,0,20,5,32,0,2024-10-29
USER_00767,PROD_0145,Home & Kitchen,premium,270.34,4.7,182,460,6,2,0,11,4,16,0,2024-07-17
USER_00541,PROD_0280,Home & Kitchen,budget,9.51,4.4,637,283,5,2,0,2,4,32,0,2024-12-25
USER_00559,PROD_0307,Sports,budget,16.72,4.3,1635,284,6,2,0,19,3,30,1,2024-01-17
USER_00770,PROD_0300,Electronics,luxury,909.37,4.5,458,391,16,0,0,16,3,49,0,2024-04-29
USER_00413,PROD_0284,Sports,premium,131.48,3.6,669,551,0,4,0,12,3,17,0,2024-01-12
USER_00950,PROD_0229,Beauty,mid-range,73.98,4.8,1328,456,10,4,0,19,4,37,1,2024-05-24
USER_00122,PROD_0018,Electronics,mid-range,87.53,4.6,826,333,8,4,0,5,4,50,0,2024-06-14
USER_00521,PROD_0188,Electronics,luxury,905.44,4.6,7,379,4,5,1,16,5,2,1,2024-10-26
USER_00952,PROD_0182,Books,budget,24.08,3.4,1067,113,2,3,0,4,1,29,1,2024-09-26
USER_00272,PROD_0228,Clothing,premium,235.55,4.4,1355,229,9,5,1,15,1,49,1,2024-11-09
USER_00084,PROD_0475,Books,budget,6.54,4.1,1040,112,11,2,0,3,3,9,0,2024-05-15
USER_00822,PROD_0379,Clothing,luxury,662.42,4.8,246,396,2,2,0,2,5,4,0,2024-03-27
USER_00267,PROD_0242,Electronics,mid-range,33.17,3.1,1013,443,17,4,0,3,0,32,0,2024-02-23
USER_00438,PROD_0036,Books,mid-range,38.99,4.0,1130,590,11,1,0,10,0,38,0,2024-11-05
USER_00620,PROD_0424,Books,mid-range,52.96,4.2,337,462,18,3,0,13,0,43,0,2024-06-27
USER_00691,PROD_0252,Toys,mid-range,34.8,4.5,429,434,17,3,0,7,2,0,1,2024-04-18
USER_00070,PROD_0215,Electronics,budget,13.11,3.1,739,352,16,2,0,16,4,15,0,2024-11-13
USER_00418,PROD_0206,Beauty,mid-range,64.67,3.1,1033,162,16,0,0,3,5,27,0,2024-09-30
USER_00712,PROD_0457,Books,budget,28.21,3.7,935,155,1,5,1,10,1,4,0,2024-04-20
USER_00365,PROD_0407,Electronics,premium,148.35,3.2,925,524,11,0,0,13,3,39,0,2024-07-08
USER_00763,PROD_0284,Sports,premium,131.48,3.6,669,379,2,1,0,6,5,30,1,2024-11-12
USER_00922,PROD_0181,Toys,budget,29.99,4.3,556,505,7,2,0,8,3,15,1,2024-06-05
USER_00566,PROD_0359,Sports,mid-range,86.8,3.1,1594,118,17,0,0,1,1,38,0,2024-04-01
USER_00506,PROD_0096,Home & Kitchen,mid-range,43.43,4.3,781,121,18,3,0,12,1,0,1,2024-03-28
USER_00604,PROD_0291,Toys,mid-range,83.49,3.6,250,449,23,0,0,20,1,6,0,2024-05-27
USER_00688,PROD_0470,Home & Kitchen,premium,222.93,3.4,278,67,7,3,0,8,2,7,0,2024-03-14
USER_00850,PROD_0445,Home & Kitchen,luxury,759.18,4.5,443,130,8,4,0,13,1,34,0,2024-09-13
USER_00887,PROD_0421,Home & Kitchen,premium,250.99,3.4,1047,186,17,1,0,7,0,43,0,2024-01-09
USER_00681,PROD_0049,Clothing,luxury,428.44,3.9,1795,245,7,5,1,2,0,38,0,2024-03-23
USER_00688,PROD_0278,Toys,luxury,891.61,4.9,1681,432,9,3,0,19,4,29,1,2024-02-15
USER_00542,PROD_0337,Toys,premium,210.91,3.2,1737,368,16,5,1,11,3,28,0,2024-02-24
USER_00146,PROD_0277,Books,premium,122.98,3.6,468,517,18,0,0,7,0,34,0,2024-12-23
USER_00483,PROD_0406,Home & Kitchen,luxury,391.54,3.7,1155,474,18,3,0,19,5,44,0,2024-08-08
USER_00526,PROD_0333,Toys,luxury,932.78,3.4,1394,494,12,5,1,13,1,35,0,2024-01-20
USER_00424,PROD_0379,Clothing,luxury,662.42,4.8,246,119,21,4,0,5,1,38,0,2024-12-06
USER_00135,PROD_0056,Electronics,budget,23.7,3.1,1201,294,5,2,0,12,2,5,0,2024-10-16
USER_00357,PROD_0396,Books,premium,125.03,3.6,1097,66,16,6,1,1,0,30,0,2024-08-11
USER_00349,PROD_0225,Electronics,luxury,492.14,4.1,1409,454,13,0,0,6,3,20,0,2024-12-16
USER_00475,PROD_0366,Clothing,luxury,784.45,3.7,1637,42,5,4,0,8,1,43,0,2024-06-21
USER_00609,PROD_0422,Sports,budget,6.13,3.3,687,597,3,0,0,20,5,5,0,2024-12-23
USER_00443,PROD_0500,Electronics,premium,288.32,4.3,1614,489,16,4,0,1,0,12,0,2024-11-01
USER_00673,PROD_0270,Beauty,luxury,346.99,4.7,195,334,13,6,1,18,3,38,1,2024-06-09
USER_00465,PROD_0210,Home & Kitchen,luxury,754.89,4.7,1750,62,5,0,0,19,2,36,0,2024-05-27
USER_00018,PROD_0082,Home & Kitchen,luxury,861.56,4.7,1665,507,0,5,1,8,5,5,0,2024-04-13
USER_00429,PROD_0170,Clothing,mid-range,42.17,3.2,10,202,20,2,0,7,2,17,0,2024-09-11
USER_00477,PROD_0013,Clothing,budget,14.5,3.9,1713,386,7,6,1,1,4,34,1,2024-06-23
USER_00234,PROD_0269,Sports,premium,233.02,3.7,317,426,4,6,1,9,5,11,0,2024-08-04
USER_00104,PROD_0485,Toys,luxury,562.95,4.4,1360,383,1,5,1,6,4,4,0,2024-05-04
USER_00562,PROD_0168,Books,budget,20.24,4.5,1945,371,7,0,0,17,3,43,0,2024-02-26
USER_00838,PROD_0470,Home & Kitchen,premium,222.93,3.4,278,337,15,0,0,14,2,37,0,2024-09-23
USER_00842,PROD_0413,Sports,mid-range,45.06,3.7,108,570,7,2,0,2,4,21,0,2024-10-16
USER_00953,PROD_0427,Electronics,premium,166.25,3.2,858,62,14,0,0,9,1,36,0,2024-05-27
USER_00782,PROD_0211,Beauty,luxury,967.9,4.3,1822,350,4,2,0,5,3,39,0,2024-10-23
USER_00818,PROD_0474,Electronics,luxury,669.72,3.7,1883,563,4,3,0,1,1,47,0,2024-05-02
USER_00001,PROD_0485,Toys,luxury,562.95,4.4,1360,595,2,2,0,3,2,15,0,2024-06-26
USER_00071,PROD_0375,Beauty,premium,172.43,4.9,71,84,11,2,0,13,2,17,1,2024-08-14
USER_00505,PROD_0036,Books,mid-range,38.99,4.0,1130,165,10,5,1,7,0,23,0,2024-03-02
USER_00416,PROD_0392,Toys,mid-range,83.74,3.3,1034,500,8,4,0,15,1,31,0,2024-06-28
USER_00112,PROD_0285,Toys,budget,27.08,3.3,1550,172,10,5,1,5,4,3,0,2024-01-13
USER_00422,PROD_0024,Sports,budget,23.89,4.7,318,159,15,1,0,18,1,36,0,2024-04-16
USER_00419,PROD_0427,Electronics,premium,166.25,3.2,858,205,6,4,0,15,3,14,0,2024-11-15
USER_00399,PROD_0354,Books,budget,14.76,3.9,1306,209,9,3,0,13,4,45,0,2024-01-04
USER_00777,PROD_0486,Toys,mid-range,75.75,3.7,370,60,3,4,0,7,3,18,0,2024-04-05
USER_00747,PROD_0018,Electronics,mid-range,87.53,4.6,826,428,22,6,1,2,0,30,1,2024-11-17
USER_00913,PROD_0159,Clothing,premium,109.1,3.1,603,217,3,2,0,5,1,11,0,2024-03-27
USER_00113,PROD_0438,Beauty,premium,222.02,3.4,509,462,8,4,0,12,2,25,1,2024-03-01
USER_00166,PROD_0122,Books,mid-range,64.18,3.5,999,564,3,0,0,16,3,42,0,2024-05-27
USER_00361,PROD_0044,Clothing,luxury,470.1,3.9,838,471,4,5,1,7,2,19,0,2024-08-10
USER_00370,PROD_0156,Beauty,mid-range,43.41,4.5,571,166,1,1,0,17,0,16,0,2024-06-04
USER_00686,PROD_0402,Beauty,premium,196.59,4.6,1407,265,3,4,0,15,0,40,0,2024-06-07
USER_00857,PROD_0021,Beauty,luxury,400.01,3.3,1530,319,15,6,1,15,2,44,0,2024-01-21
USER_00795,PROD_0271,Sports,budget,23.61,3.7,271,389,6,3,0,3,3,42,0,2024-09-19
USER_00978,PROD_0180,Home & Kitchen,budget,7.28,4.9,1717,443,9,3,0,3,4,1,0,2024-05-30
USER_00307,PROD_0031,Electronics,premium,268.33,4.0,412,65,8,4,0,1,0,48,1,2024-07-19
USER_00013,PROD_0037,Clothing,premium,205.53,4.2,1980,461,4,3,0,13,5,17,0,2024-03-07
USER_00210,PROD_0100,Books,luxury,855.61,4.9,1512,240,3,1,0,3,4,1,0,2024-08-13
USER_00394,PROD_0263,Sports,budget,27.48,3.6,308,513,20,1,0,12,2,29,1,2024-12-24
USER_00214,PROD_0044,Clothing,luxury,470.1,3.9,838,444,15,4,0,6,2,41,0,2024-04-26
USER_00231,PROD_0212,Toys,luxury,910.67,3.1,145,562,0,2,0,3,2,8,0,2024-04-10
USER_00820,PROD_0120,Sports,budget,28.57,3.6,803,96,11,5,1,8,0,28,0,2024-06-01
USER_00361,PROD_0193,Clothing,mid-range,51.75,3.0,840,598,19,5,1,8,3,39,1,2024-03-23
USER_00693,PROD_0377,Sports,budget,19.35,4.1,820,170,20,0,0,20,0,20,1,2024-11-25
USER_00265,PROD_0208,Electronics,luxury,310.74,3.3,1788,507,18,0,0,11,4,44,0,2024-12-02
USER_00139,PROD_0451,Sports,luxury,755.38,4.5,593,236,21,3,0,10,1,29,0,2024-07-18
USER_00763,PROD_0122,Books,mid-range,64.18,3.5,999,209,18,6,1,12,2,21,0,2024-08-11
USER_00921,PROD_0066,Electronics,mid-range,55.87,3.3,1712,55,5,3,0,19,0,32,0,2024-02-22
USER_00987,PROD_0464,Electronics,mid-range,98.72,4.0,1921,244,10,3,0,16,1,11,0,2024-09-26
USER_00758,PROD_0471,Sports,mid-range,61.85,5.0,770,534,18,6,1,9,2,15,0,2024-07-07
USER_00210,PROD_0036,Books,mid-range,38.99,4.0,1130,93,0,0,0,15,5,17,0,2024-11-04
USER_00083,PROD_0301,Home & Kitchen,mid-range,35.35,4.3,1091,71,5,2,0,6,3,5,0,2024-10-02
USER_00762,PROD_0193,Clothing,mid-range,51.75,3.0,840,539,5,3,0,10,4,35,0,2024-12-12
USER_00281,PROD_0286,Books,budget,21.85,3.5,1360,596,10,3,0,20,5,44,0,2024-01-25
USER_00833,PROD_0167,Sports,premium,272.03,5.0,630,215,14,5,1,3,2,3,0,2024-09-14
USER_00631,PROD_0406,Home & Kitchen,luxury,391.54,3.7,1155,414,12,0,0,7,0,43,0,2024-09-02
USER_00624,PROD_0203,Home & Kitchen,mid-range,98.65,3.5,789,111,5,0,0,3,5,2,0,2024-09-23
USER_00678,PROD_0014,Home & Kitchen,mid-range,55.91,3.4,551,443,9,4,0,5,2,26,0,2024-11-22
